id,company_rank,employee_count,company,url,state,state_code,city,metro,growth_percent,revenue_usd,industry,years_on_inc5000
23374,739,288,"Private Label Nutraceuticals",private-label-nutraceuticals,Georgia,GA,Norcross,Atlanta,619.6253,47556495,"Consumer Products & Services",2
23819,740,54,"Data Systems Integration Group",data-systems-integration-group,Ohio,OH,Dublin,"Columbus OH",619.2321,4732324,"IT Services",2
21198,741,300,WeddingWire,weddingwire,Maryland,MD,"Chevy Chase","Washington DC",618.2626,33978870,"Consumer Products & Services",3
25709,742,12,"Hotels for Hope",hotels-for-hope,Texas,TX,Austin,Austin,615.2858,2029602,"Travel & Hospitality",1
24158,743,58,HostVentures.com,hostventurescom,Maryland,MD,"White Marsh",Baltimore,612.5349,12548324,"IT Services",2
26422,744,10,VetInternetCo.com,vetinternetcocom,Alabama,AL,"Union Grove","Albertville AL",612.5239,3112896,Retail,1
26557,745,42,"Defense Point Security",defense-point-security,Virginia,VA,Alexandria,"Washington DC",611.4269,6649828,Security,1
24902,746,6,"Oakmont Home Builders",oakmont-home-builders,"North Carolina",NC,Charlotte,Charlotte,610.7521,28865911,Construction,1
26445,747,17,"Riders Needs",riders-needs,Illinois,IL,Chicago,Chicago,610.1286,6477942,Retail,1
25064,748,9,"Dependable Transportation",dependable-transportation,Illinois,IL,Mattoon,"Charleston-Mattoon IL",609.9083,6626625,"Logistics & Transportation",1
23163,749,18,"Channel Partners",channel-partners,Minnesota,MN,"Maple Grove",Minneapolis,608.2786,3673990,"Financial Services",2
24642,750,150,"CentraLite Systems",centralite-systems,Alabama,AL,Mobile,"Mobile AL",608.1774,20530862,"Consumer Products & Services",1
23293,751,272,Skava,skava,California,CA,"San Francisco","San Francisco",608.047,22892356,Software,2
22967,752,62,"Apartment List",apartment-list,California,CA,"San Francisco","San Francisco",607.1018,17225000,"Real Estate",2
25798,753,105,"L&E Research",le-research,"North Carolina",NC,Raleigh,"Raleigh-Cary NC",606.2238,4657984,"Advertising & Marketing",1
26437,754,65,"Syntegrity Networks",syntegrity-networks,Washington,WA,Seattle,Seattle,605.3033,7634619,Security,1
25023,755,12,"Transportation One",transportation-one,Illinois,IL,Chicago,Chicago,605.1115,7099620,"Logistics & Transportation",1
21012,756,25,"Quantum Networks",quantum-networks,"New York",NY,"New York","New York City",603.0933,22950287,"Consumer Products & Services",3
21387,757,58,Etouches,etouches,Connecticut,CT,Norwalk,"Bridgeport-Stamford-Norwalk CT",603.0568,8050000,Software,3
25161,758,15,"CarePatrol Franchise Systems",carepatrol-franchise-systems,Arizona,AZ,Gilbert,Phoenix,602.7368,2400830,Health,1
25344,759,31,"Evista Environmental Health Systems",evista-environmental-health-systems,California,CA,"Newport Beach","Los Angeles",602.1417,3714119,"Environmental Services",1
26015,760,24,viaForensics,viaforensics,Illinois,IL,"Oak Park",Chicago,600.4515,3103000,Security,1
25305,761,227,TalkingRain,talkingrain,Washington,WA,Preston,Seattle,597.5722,261614467,"Food & Beverage",1
25376,762,139,"Eagle Ray",eagle-ray,Virginia,VA,Chantilly,"Washington DC",597.3384,30287116,"Government Services",1
23448,763,500,"HCTec Partners",hctec-partners,Tennessee,TN,Franklin,Nashville,597.0441,69820220,Health,2
26273,764,86,"Solomon Group",solomon-group,Louisiana,LA,"New Orleans","New Orleans-Metairie-Kenner LA",596.389,13417459,Media,1
23390,765,891,Episource,episource,California,CA,"La Palma","Los Angeles",596.3459,12796344,Health,2
23319,766,122,"Quality In Real Time",quality-in-real-time,"New York",NY,"Floral Park","New York City",594.272,4913030,Health,2
23014,767,72,Clinovations,clinovations,"District of Columbia",DC,Washington,"Washington DC",594.0254,24906544,Health,2
25227,768,87,"Abstrakt Marketing Group",abstrakt-marketing-group,Missouri,MO,"St. Louis","St. Louis MO-IL",592.9752,7462345,"Advertising & Marketing",1
22152,769,205,Landpoint,landpoint,Louisiana,LA,"Bossier City","Shreveport-Bossier City LA",592.9637,32992000,Engineering,3
25456,770,21,"John Pomp Studios",john-pomp-studios,Pennsylvania,PA,Philadelphia,Philadelphia,592.2491,2597464,Manufacturing,1
26035,771,70,"Premier Lifestyle Management",premier-lifestyle-management,Maryland,MD,"Upper Marlboro","Washington DC",591.7163,2513697,"Business Products & Services",1
23026,772,180,"Titan Protection and Consulting",titan-protection-and-consulting,Kansas,KS,"Overland Park","Kansas City MO-KS",591.1261,3197640,Security,2
309,773,488,"Systems Made Simple",systems-made-simple,"New York",NY,Syracuse,"Syracuse NY",590.9661,278715000,"IT Services",6
24797,774,4,WebMechanix,webmechanix,Maryland,MD,Columbia,Baltimore,589.9941,2447285,"Advertising & Marketing",1
20371,775,77,Projekt202,projekt202,Texas,TX,Addison,Dallas,589.6828,13303077,Software,4
23509,776,53,"Renova Energy",renova-energy,California,CA,"Palm Desert","Riverside-San Bernardino-Ontario CA",588.5086,8448000,Energy,2
26565,777,520,"Aerohive Networks",aerohive-networks,California,CA,Sunnyvale,"San Jose",586.4548,107135000,Software,1
21575,778,270,"Coast Professional",coast-professional,Louisiana,LA,"West Monroe","Monroe LA",584.6491,38567736,"Financial Services",3
19275,779,44,CarGurus,cargurus,Massachusetts,MA,Cambridge,Boston,583.3935,22367327,"Consumer Products & Services",4
22978,780,18,"Renegade Furniture Group",renegade-furniture-group,"New York",NY,Cedarhurst,"New York City",582.9567,12396770,Retail,2
25779,781,77,tap|QA,tap-qa,Minnesota,MN,"St. Louis Park",Minneapolis,581.8796,7743350,"IT Services",1
24979,782,36,Noribachi,noribachi,California,CA,Hawthorne,"Los Angeles",580.9933,10189784,Manufacturing,1
21200,783,194,"InDemand Interpreting",indemand-interpreting,Washington,WA,Tukwila,Seattle,580.59,6361740,Health,3
24967,784,20,"C1S Group",c1s-group,Texas,TX,Dallas,Dallas,580.2478,9415337,Engineering,1
22969,785,11,"Sustainable Supply",sustainable-supply,Colorado,CO,Broomfield,Denver,580.2312,5884000,Retail,2
26071,786,14,"Guardian Network Solutions",guardian-network-solutions,Texas,TX,"Fort Worth",Dallas,579.5961,2518760,Security,1
26322,787,25,"Two Toasters",two-toasters,"North Carolina",NC,Durham,"Durham NC",579.3053,3119696,Software,1
26150,788,36,"Karvakko Engineering",karvakko-engineering,Minnesota,MN,Bemidji,"Bemidji MN",579.1398,3158000,Engineering,1
25366,789,205,"DayNine Consulting",daynine-consulting,California,CA,Pleasanton,"San Francisco",579.0108,26460806,"Business Products & Services",1
26297,790,17,Interactyx,interactyx,Florida,FL,"Bonita Springs","Naples-Marco Island FL",578.7712,2139066,Software,1
25282,791,35,"Burgos Group",burgos-group,"New Mexico",NM,Albuquerque,"Albuquerque NM",576.6209,5546546,"Government Services",1
24934,792,39,"JW Michaels",jw-michaels,"New York",NY,"New York","New York City",575.858,9072576,"Business Products & Services",1
23114,793,39,ISBX,isbx,California,CA,"Los Angeles","Los Angeles",575.1112,5700126,Software,2
26235,794,130,"The Hermitage Club",the-hermitage-club,Vermont,VT,"West Dover",Unknown,575.0775,11750804,"Travel & Hospitality",1
23586,795,30,"Black Lotus Communications",black-lotus-communications,California,CA,"San Francisco","San Francisco",573.6728,3998221,"IT Services",2
23148,796,71,"24Hr HomeCare",24hr-homecare,California,CA,"El Segundo","Los Angeles",573.3442,29146106,Health,2
25427,797,70,"Early Growth Financial Services",early-growth-financial-services,California,CA,"San Jose","San Jose",573.1327,4188467,"Financial Services",1
20992,798,85,"Vets First Choice",vets-first-choice,Maine,ME,Portland,"Portland-South Portland-Biddeford ME",572.9642,18687349,"Business Products & Services",3
26313,799,27,Chargebacks911,chargebacks911,Florida,FL,Clearwater,Tampa,572.4665,8076349,"Financial Services",1
23137,800,31,"Fitness On Request",fitness-on-request,Minnesota,MN,"Maple Grove",Minneapolis,568.9846,6315034,Health,2
26396,801,36,"Bonterra Solar",bonterra-solar,Hawaii,HI,Honolulu,"Honolulu HI",568.2731,11648000,Energy,1
17334,802,45,"Vista Imaging Services",vista-imaging-services,California,CA,"El Dorado Hills","Sacramento--Arden-Arcade--Roseville CA",566.98,25926420,Health,5
23216,803,57,"Blue Acorn",blue-acorn,"South Carolina",SC,Charleston,"Charleston-North Charleston SC",566.1181,3500364,"IT Services",2
23321,804,75,Kore1,kore1,California,CA,Irvine,"Los Angeles",565.5901,5358000,"IT Services",2
23214,805,21,QualityFlooring4Less.com,qualityflooring4lesscom,California,CA,"San Francisco","San Francisco",564.9172,19865400,"Consumer Products & Services",2
26349,806,19,"Phenom Software",phenom-software,California,CA,Irvine,"Los Angeles",563.495,2739113,"IT Services",1
21140,807,23,"Footage Firm",footage-firm,Virginia,VA,Reston,"Washington DC",563.2463,12996000,Media,3
25395,808,48,"YOU Technology",you-technology,California,CA,"South San Francisco","San Francisco",562.6951,19745471,"Advertising & Marketing",1
21080,809,229,TubeMogul,tubemogul,California,CA,Emeryville,"San Francisco",561.9692,57214000,"Advertising & Marketing",3
25437,810,101,"RailPros Field Services",railpros-field-services,California,CA,Irvine,"Los Angeles",561.8955,10485940,Engineering,1
24831,811,1387,"Amerit Fleet Solutions",amerit-fleet-solutions,California,CA,"Walnut Creek","San Francisco",561.4984,100933004,"Logistics & Transportation",1
23228,812,32,"Owens Harkey Advertising",owens-harkey-advertising,Arizona,AZ,Phoenix,Phoenix,561.3773,5804181,"Advertising & Marketing",2
19814,813,14,REPAY,repay,Georgia,GA,Atlanta,Atlanta,559.6937,22089508,"Financial Services",4
25536,814,269,"Mutual Mobile",mutual-mobile,Texas,TX,Austin,Austin,558.4265,33328639,Software,1
21653,815,207,OGSystems,ogsystems,Virginia,VA,Chantilly,"Washington DC",558.3478,55591774,"Government Services",3
25330,816,259,"Saalex Solutions",saalex-solutions,California,CA,Camarillo,"Oxnard-Thousand Oaks-Ventura CA",558.3541,35495269,"Government Services",1
26433,817,57,"EHS Support",ehs-support,Pennsylvania,PA,Pittsburgh,"Pittsburgh PA",558.2905,12302640,"Environmental Services",1
26492,818,14,"3BL Media",3bl-media,Massachusetts,MA,Northampton,"Springfield MA",554.5255,2000590,Media,1
25592,819,148,"Brown & Pipkins",brown-pipkins,Georgia,GA,Atlanta,Atlanta,554.0015,3128678,"Government Services",1
25019,820,27,"J2 Solutions",j2-solutions,Pennsylvania,PA,"King of Prussia",Philadelphia,553.9331,2804268,"IT Services",1
23634,821,351,"Argo Marketing Group",argo-marketing-group,Maine,ME,Lewiston,"Lewiston-Auburn ME",553.0304,10435138,Telecommunications,2
26300,822,153,"HH Global",hh-global,Illinois,IL,"Vernon Hills",Chicago,552.5357,101932804,"Advertising & Marketing",1
19535,823,60,"Dream Finders Homes",dream-finders-homes,Florida,FL,"Orange Park","Jacksonville FL",552.2568,84865345,"Real Estate",4
23043,824,33,"Sovereign Lending Group",sovereign-lending-group,California,CA,Irvine,"Los Angeles",552.2178,6571994,"Financial Services",2
21570,825,284,Kareo,kareo,California,CA,Irvine,"Los Angeles",551.7195,30018046,Software,3
25288,826,10,"Sustainment Solutions",sustainment-solutions,Kentucky,KY,Lancaster,"Danville KY",551.4629,10077629,Security,1
25308,827,100,"Holland Square Group",holland-square-group,Tennessee,TN,Franklin,Nashville,551.3764,14643736,"IT Services",1
25115,828,8,"24hrs Deals",24hrs-deals,Florida,FL,"Deerfield Beach",Miami,549.6837,4509578,"Consumer Products & Services",1
21011,829,51,"Altitude Digital",altitude-digital,Colorado,CO,Denver,Denver,549.2299,21903400,"Advertising & Marketing",3
26214,830,140,Sq1,sq1,Texas,TX,Dallas,Dallas,548.6604,11057000,"Advertising & Marketing",1
25623,831,25,"Cardinal Web Solutions",cardinal-web-solutions,Georgia,GA,Norcross,Atlanta,548.5768,2219968,"Advertising & Marketing",1
23320,832,25,"The Darton Group",the-darton-group,"North Carolina",NC,Charlotte,Charlotte,548.302,7112016,"Business Products & Services",2
21903,833,157,MentorMate,mentormate,Minnesota,MN,Minneapolis,Minneapolis,545.4473,9599144,Software,3
25948,834,15,"Bannockburn Global Forex",bannockburn-global-forex,Ohio,OH,Cincinnati,Cincinnati,544.899,4224785,"Financial Services",1
23296,835,12,Technossus,technossus,California,CA,Irvine,"Los Angeles",544.364,6231000,Software,2
25127,836,98,Cadatasoft,cadatasoft,Texas,TX,Dallas,Dallas,541.6647,9424046,Software,1
25144,837,39,180,180,Illinois,IL,Naperville,Chicago,541.2336,4620178,Engineering,1
26216,838,31,"Platinum Drive Realty",platinum-drive-realty,"New York",NY,Scarsdale,"New York City",540.6522,2263373,"Real Estate",1
25896,839,55,"Neos Consulting Group",neos-consulting-group,Texas,TX,Austin,Austin,539.7169,11055671,"IT Services",1
23016,840,36,LenCred,lencred,"New Jersey",NJ,Blackwood,Philadelphia,536.4412,3500936,"Financial Services",2
21283,841,41,"Old Town IT",old-town-it,Virginia,VA,Alexandria,"Washington DC",535.5481,5836442,Software,3
25467,842,21,"Macedon Technologies",macedon-technologies,Virginia,VA,Reston,"Washington DC",535.2888,4536470,"IT Services",1
17579,843,88,"Rise Interactive",rise-interactive,Illinois,IL,Chicago,Chicago,534.5245,31428000,"Advertising & Marketing",5
23572,844,13,"Total Apps",total-apps,California,CA,"Aliso Viejo","Los Angeles",533.6947,3419898,"Financial Services",2
23174,845,5,"Paramount Business Jets",paramount-business-jets,Virginia,VA,Leesburg,"Washington DC",531.5743,5374078,"Travel & Hospitality",2
17269,846,45,"Veteran Corps of America",veteran-corps-of-america,Illinois,IL,O'Fallon,"St. Louis MO-IL",530.9633,15598630,"Government Services",5
26327,847,23,"Beekeeper Group",beekeeper-group,"District of Columbia",DC,Washington,"Washington DC",530.6246,3891818,"Advertising & Marketing",1
23589,848,31,"NTP Wireless",ntp-wireless,Illinois,IL,Chicago,Chicago,530.5351,5454526,Telecommunications,2
19472,849,3500,ScribeAmerica,scribeamerica,Florida,FL,Aventura,Miami,529.1066,52637800,Health,4
21250,850,32,Sunwarrior,sunwarrior,Nevada,NV,Overton,"Las Vegas-Paradise NV",528.4433,16425157,Health,3
26434,851,10,"CPC Diversified Fund",cpc-diversified-fund,Utah,UT,Sandy,"Salt Lake City",528.4243,2543824,"Financial Services",1
103,852,218,Technatomy,technatomy,Virginia,VA,Fairfax,"Washington DC",527.6771,68521887,"Government Services",6
21888,853,42,"Atlas RFID Solutions",atlas-rfid-solutions,Alabama,AL,Birmingham,"Birmingham-Hoover AL",527.6727,8600378,Software,3
26547,854,17,"Wholesale Warranties",wholesale-warranties,California,CA,"San Diego","San Diego",527.0349,4181558,Insurance,1
24874,855,135,"LABUR Professional Staffing",labur-professional-staffing,Massachusetts,MA,Boston,Boston,526.9266,6915000,"Human Resources",1
22853,856,174,JetSuite,jetsuite,California,CA,Irvine,"Los Angeles",526.7349,46510000,"Logistics & Transportation",1
23725,857,85,Appia,appia,"North Carolina",NC,Durham,"Durham NC",525.8844,46353000,"Advertising & Marketing",2
24811,858,20,"Sun Broadcast Group",sun-broadcast-group,"New York",NY,"New York","New York City",525.8443,4709929,Media,1
21049,859,25,"The FlexPro Group",the-flexpro-group,Pennsylvania,PA,"Plymouth Meeting",Philadelphia,525.4941,6330000,Health,3
25886,860,7,DevelopIntelligence,developintelligence,Colorado,CO,Boulder,"Boulder CO",524.7026,2046307,Education,1
23478,861,14,"Sandlapper Securities",sandlapper-securities,"South Carolina",SC,Greenville,"Greenville-Mauldin-Easley SC",524.4268,5973448,"Financial Services",2
21082,862,640,"Four Foods Group Holdings",four-foods-group-holdings,Utah,UT,"American Fork","Provo-Orem UT",523.773,37364000,"Food & Beverage",3
21010,863,41,"Edge Homes",edge-homes,Utah,UT,Orem,"Provo-Orem UT",523.4011,112782895,Construction,3
26516,864,46,"Haris Design & Construction",haris-design-construction,Maryland,MD,Germantown,"Washington DC",519.923,18656198,"Government Services",1
26107,865,7,Landmark,landmark,Delaware,DE,Dover,"Dover DE",519.7045,3783730,Construction,1
23052,866,84,Adora,adora,"North Carolina",NC,"High Point","Thomasville-Lexington NC",518.606,2545867,Retail,2
23429,867,255,"Sundance Healthcare",sundance-healthcare,Texas,TX,Arlington,Dallas,518.2484,18566000,Health,2
15885,868,2,"Toussaint and Company",toussaint-and-company,Indiana,IN,Carmel,"Indianapolis IN",517.8956,2037758,"Human Resources",2
26499,869,48,"CompuGroup Technologies",compugroup-technologies,Pennsylvania,PA,Pittsburgh,"Pittsburgh PA",516.3868,3754067,"IT Services",1
25390,870,26,DaVinciTek,davincitek,"New Jersey",NJ,Morristown,"New York City",516.2734,2534782,"IT Services",1
26100,871,22,"Isom Global Strategies",isom-global-strategies,"District of Columbia",DC,Washington,"Washington DC",516.23,2416515,"Advertising & Marketing",1
26400,872,15,ShoeCenter.com,shoecentercom,"New Jersey",NJ,Dunellen,"New York City",516.1029,4189500,Retail,1
25324,873,38,"NetImpact Strategies",netimpact-strategies,Virginia,VA,Chantilly,"Washington DC",513.7631,7967829,"Government Services",1
21321,874,1900,"Staffworks Group",staffworks-group,Michigan,MI,Southfield,Detroit,513.6562,33702000,"Human Resources",2
25823,875,7,OSSCube,osscube,Texas,TX,Austin,Austin,513.3923,4472090,"IT Services",1
26373,876,36,"RPI Consultants",rpi-consultants,Maryland,MD,Baltimore,Baltimore,512.4666,9489503,"IT Services",1
21873,877,20,"Meridian Pacific Properties",meridian-pacific-properties,California,CA,"San Marcos","San Diego",512.3287,13415944,"Real Estate",3
23487,878,145,"National Corporate Housing",national-corporate-housing,Virginia,VA,Herndon,"Washington DC",511.3696,92121708,"Travel & Hospitality",2
23328,879,518,"21c Museum Hotels",21c-museum-hotels,Kentucky,KY,Louisville,"Louisville/Jefferson KY-IN",510.7169,4298085,"Travel & Hospitality",2
21776,880,70,"Procore Technologies",procore-technologies,California,CA,Carpinteria,"Santa Barbara-Santa Maria-Goleta CA",510.3734,9454324,Software,3
23396,881,40,"New River Systems",new-river-systems,Virginia,VA,Sterling,"Washington DC",510.3102,16007887,"Government Services",2
23315,882,90,"Moguldom Media Group",moguldom-media-group,Florida,FL,"Fort Lauderdale",Miami,510.1143,15377405,Media,2
26245,883,20,Gabby,gabby,Alabama,AL,Montevallo,"Birmingham-Hoover AL",508.3333,8760000,"Consumer Products & Services",1
18648,884,38,"Advanced Systems Engineering",advanced-systems-engineering,Virginia,VA,Reston,"Washington DC",506.3546,6117408,"IT Services",4
19715,885,61,KeepCalling,keepcalling,Georgia,GA,Atlanta,Atlanta,505.6375,41025000,Telecommunications,4
25505,886,26,"The Cassina Group",the-cassina-group,"South Carolina",SC,"Mount Pleasant","Charleston-North Charleston SC",504.9494,4106614,"Real Estate",1
20982,887,124,Applause,applause,Massachusetts,MA,Framingham,Boston,503.4974,24158000,"Business Products & Services",3
21111,888,75,"Internet Marketing",internet-marketing,California,CA,"San Diego","San Diego",503.4604,17816391,"Advertising & Marketing",3
25428,889,22,Olo,olo,"New York",NY,"New York","New York City",503.0898,3495032,Software,1
23212,890,31,GameSim,gamesim,Florida,FL,Orlando,"Orlando FL",502.6457,3618809,Software,2
23339,891,79,"Noah Consulting",noah-consulting,Texas,TX,Houston,Houston,501.942,28672419,"Business Products & Services",2
25322,892,25,"Ken Systems",ken-systems,Virginia,VA,Herndon,"Washington DC",501.1975,2504595,"IT Services",1
24838,893,8,OneTaste,onetaste,California,CA,"San Francisco","San Francisco",500.3115,4220190,Education,1
26041,894,34,"Fresh Healthy Vending International",fresh-healthy-vending-international,California,CA,"San Diego","San Diego",499.9799,4865837,"Food & Beverage",1
26597,895,30,"Solar Alternatives",solar-alternatives,Louisiana,LA,"New Orleans","New Orleans-Metairie-Kenner LA",499.1678,3541675,Energy,1
24799,896,22,"ZEV Technologies",zev-technologies,California,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura CA",498.9379,3574036,"Consumer Products & Services",1
23366,897,150,"Private Prep",private-prep,"New York",NY,"New York","New York City",498.5253,4424658,Education,2
26407,898,108,"Johnson Security Bureau",johnson-security-bureau,"New York",NY,Bronx,"New York City",497.0153,3242862,Security,1
26149,899,28,"Steubenville Pike Auto",steubenville-pike-auto,Pennsylvania,PA,"Robinson Township","Pittsburgh PA",496.8801,2033087,Retail,1
25810,900,29,AccuLynx,acculynx,Wisconsin,WI,Beloit,"Janesville WI",496.605,3590530,Software,1
25814,901,10,Kitewire,kitewire,Virginia,VA,Arlington,"Washington DC",496.5669,2245114,Software,1
24697,902,830,Cielo,cielo,Wisconsin,WI,Brookfield,"Milwaukee-Waukesha-West Allis WI",495.7125,103511000,"Business Products & Services",1
23040,903,50,"Arocon Roofing and Construction",arocon-roofing-and-construction,Maryland,MD,Westminster,Baltimore,495.5408,9949700,Construction,2
23058,904,62,"North Florida Field Services",north-florida-field-services,Florida,FL,Jacksonville,"Jacksonville FL",495.4157,28574000,Construction,2
26414,905,70,Panopto,panopto,Pennsylvania,PA,Pittsburgh,"Pittsburgh PA",494.74,9346589,Software,1
21053,906,55,"Landmark Network",landmark-network,California,CA,"North Hollywood","Los Angeles",494.5792,9421560,"Real Estate",3
26307,907,11,"Inspiria Media",inspiria-media,"New York",NY,"White Plains","New York City",494.3653,2325282,Media,1
22953,908,102,SalesStaff,salesstaff,Texas,TX,Stafford,Houston,494.18,6377726,"Business Products & Services",2
23309,909,35,"3d Lacrosse",3d-lacrosse,Colorado,CO,Denver,Denver,492.9614,7008804,"Consumer Products & Services",2
21393,910,37,"Worldwide Power Products",worldwide-power-products,Texas,TX,Houston,Houston,492.5559,36567478,Energy,3
23304,911,106,"Coretek Services",coretek-services,Michigan,MI,"Farmington Hills",Detroit,492.0908,25982707,"IT Services",2
23306,912,808,"JobFinders Employment Services",jobfinders-employment-services,Missouri,MO,Columbia,"Columbia MO",492.0767,4699200,"Human Resources",2
26429,913,50,"Kinetix Trading Solutions",kinetix-trading-solutions,"New Jersey",NJ,Princeton,"Trenton-Ewing NJ",491.7185,7389824,"Financial Services",1
25912,914,65,Cervello,cervello,Massachusetts,MA,Boston,Boston,491.3797,11779604,"IT Services",1
25496,915,47,"Swift Capital",swift-capital,Delaware,DE,Wilmington,Philadelphia,491.1572,11703500,"Financial Services",1
19358,916,106,"Jama Software",jama-software,Oregon,OR,Portland,"Portland OR",491.1248,13009475,Software,4
25479,917,25,"Mobile Healthcare Solutions",mobile-healthcare-solutions,Arizona,AZ,Dewey,"Prescott AZ",490.888,2062081,Health,1
26532,918,160,"Premier Management",premier-management,Maryland,MD,Columbia,Baltimore,490.4775,19242500,"Government Services",1
23403,919,5,ExclusiveCPA,exclusivecpa,Wisconsin,WI,Kaukauna,"Green Bay WI",490.1845,7992963,"Advertising & Marketing",2
21173,920,350,MediaMath,mediamath,"New York",NY,"New York","New York City",489.9209,310820958,"Advertising & Marketing",2
22124,921,50,"Tower Legal Solutions",tower-legal-solutions,"New York",NY,"New York","New York City",489.1866,83091126,"Business Products & Services",2
18326,922,4100,"Dialog Direct",dialog-direct,Michigan,MI,"Highland Park",Detroit,487.7011,254980000,Telecommunications,5
25256,923,35,"Mongoose Metrics",mongoose-metrics,Ohio,OH,Independence,Cleveland,487.55,8191428,"IT Services",1
25697,924,450,"Marbles: The Brain Store",marbles-the-brain-store,Illinois,IL,Chicago,Chicago,487.1468,18912000,Retail,1
23354,925,15,"Vector Media Group",vector-media-group,"New York",NY,"New York","New York City",487.0744,2930153,"Advertising & Marketing",2
25979,926,30,C-leveled,c-leveled,Pennsylvania,PA,Pittsburgh,"Pittsburgh PA",487.0677,2201504,"Business Products & Services",1
25853,927,12,DecisivEdge,decisivedge,Delaware,DE,Wilmington,Philadelphia,486.0508,5403224,"Financial Services",1
17681,928,75,"Moore Family Hearing Company",moore-family-hearing-company,California,CA,Roseville,"Sacramento--Arden-Arcade--Roseville CA",485.1412,12373664,Health,2
25637,929,50,"Ace Metrix",ace-metrix,California,CA,"Mountain View","San Jose",485.0856,10043398,"Advertising & Marketing",1
21796,930,63,Initials,initials,Georgia,GA,Clarkesville,"Cornelia GA",483.8643,17786245,Retail,3
25443,931,108,"Behavioral Health Works",behavioral-health-works,California,CA,"Garden Grove","Los Angeles",483.5787,4402856,Health,1
23348,932,65,Netmark,netmark,Idaho,ID,"Idaho Falls","Idaho Falls ID",483.3171,6026144,"Advertising & Marketing",2
23236,933,81,Lifes2Good,lifes2good,Illinois,IL,Chicago,Chicago,483.217,16187101,"Consumer Products & Services",2
23065,934,36,TrendyMinds,trendyminds,Indiana,IN,Indianapolis,"Indianapolis IN",482.7898,4771539,"Advertising & Marketing",2
24909,935,21,MyDealerLot,mydealerlot,Georgia,GA,Roswell,Atlanta,482.7486,2871074,"Business Products & Services",1
26152,936,42,"MindPoint Group",mindpoint-group,Virginia,VA,Springfield,"Washington DC",481.6798,8546022,Security,1
2157,937,86,Nutiva,nutiva,California,CA,Richmond,"San Francisco",481.6327,69926685,"Food & Beverage",6
21329,938,19,"Global Forwarding",global-forwarding,"New Jersey",NJ,Manalapan,"New York City",480.3505,8636022,"Logistics & Transportation",2
23256,939,16,"Media Vision USA",media-vision-usa,California,CA,Oakland,"San Francisco",480.1241,10044622,"Business Products & Services",2
21045,940,13,"Wall Street Network Solutions",wall-street-network-solutions,"New Jersey",NJ,Parsippany,"New York City",479.7559,10065107,Telecommunications,3
25191,941,135,"Posh Technologies",posh-technologies,Washington,WA,Redmond,Seattle,478.3969,5831137,"IT Services",1
19572,942,250,"Alliance Security",alliance-security,"Rhode Island",RI,Warwick,"Providence-New Bedford-Fall River RI-MA",478.3744,14537862,Security,4
23565,943,32,PharmaPoint,pharmapoint,Alabama,AL,Birmingham,"Birmingham-Hoover AL",478.0726,7306081,Health,2
23493,944,45,"Richter10.2 Media Group",richter102-media-group,California,CA,"San Jose","San Jose",477.9019,2795976,"Advertising & Marketing",2
25885,945,12,"Symbionce Financial Solutions",symbionce-financial-solutions,"New Jersey",NJ,"East Hanover","New York City",477.6645,3269529,"Financial Services",1
23290,946,117,"Power Grid Engineering",power-grid-engineering,Florida,FL,"Winter Springs","Orlando FL",476.4187,14563398,Engineering,2
22920,947,250,"NSR Solutions",nsr-solutions,Maryland,MD,Rockville,"Washington DC",476.3796,11510290,"Government Services",2
25356,948,11,"SeQuel Response",sequel-response,Minnesota,MN,"Eden Prairie",Minneapolis,476.0575,10986534,"Advertising & Marketing",1
23391,949,92,Fingerpaint,fingerpaint,"New York",NY,"Saratoga Springs","Albany-Schenectady-Troy NY",475.6549,18680000,"Advertising & Marketing",2
17769,950,47,VariQ,variq,Maryland,MD,Rockville,"Washington DC",474.654,18682000,"Government Services",5
25515,951,403,"Bosque Systems",bosque-systems,Texas,TX,"Fort Worth",Dallas,474.4075,81527934,Energy,1
24991,952,16,GINIA,ginia,Virginia,VA,Alexandria,"Washington DC",473.9823,3243000,"Government Services",1
25230,953,9,"Edge Velocity",edge-velocity,"New Hampshire",NH,Salem,Boston,473.2331,2002160,Telecommunications,1
19435,954,11,"The Ticket Experience",the-ticket-experience,Texas,TX,Houston,Houston,473.1988,20951470,Retail,4
21350,955,36,"Indique Hair",indique-hair,Massachusetts,MA,Boston,Boston,471.7116,7087017,Retail,3
23203,956,25,"PlayMaker CRM",playmaker-crm,Tennessee,TN,Franklin,Nashville,471.3306,2821436,Software,2
22932,957,36,"Wilson Legal Solutions",wilson-legal-solutions,Pennsylvania,PA,"Newtown Square",Philadelphia,471.2581,8297735,"IT Services",2
24857,958,38,"MACK Companies",mack-companies,Illinois,IL,"Tinley Park",Chicago,471.2536,46250100,"Real Estate",1
20990,959,320,"Wireless Communications",wireless-communications,"South Carolina",SC,Greenville,"Newberry SC",471.134,45428000,Retail,3
25474,960,24,"The Wasmer Company",the-wasmer-company,Wisconsin,WI,"New Holstein","Appleton WI",470.0326,6264054,Energy,1
25049,961,26,"Konnect Public Relations",konnect-public-relations,California,CA,"Los Angeles","Los Angeles",469.5599,2341603,"Advertising & Marketing",1
