id,company_rank,employee_count,company,url,state,state_code,city,metro,growth_percent,revenue_usd,industry,years_on_inc5000
23454,962,30,"JB Cosmetics",jb-cosmetics,California,CA,Corona,"Riverside-San Bernardino-Ontario CA",468.4197,7801453,"Consumer Products & Services",2
25788,963,66,Lumen21,lumen21,California,CA,Orange,"Los Angeles",468.3353,5701875,"IT Services",1
26523,964,20,"ARI Logistics",ari-logistics,Alabama,AL,Birmingham,"Birmingham-Hoover AL",467.9046,16400794,"Logistics & Transportation",1
25040,965,675,"Technical Engineering Consultants",technical-engineering-consultants,Michigan,MI,Troy,Detroit,467.6506,45194260,"Human Resources",1
26542,966,4,"The Mass Media Group",the-mass-media-group,"South Carolina",SC,Greenville,"Greenville-Mauldin-Easley SC",467.2308,6086228,"Advertising & Marketing",1
17322,967,275,"Thrillist Media Group",thrillist-media-group,"New York",NY,"New York","New York City",465.5602,83069000,Media,5
21035,968,133,Bizo,bizo,California,CA,"San Francisco","San Francisco",465.0702,37100289,"Advertising & Marketing",3
21348,969,45,RevolutionEHR,revolutionehr,Wisconsin,WI,Madison,"Madison WI",465.0479,5528700,Software,3
25800,970,14,Billiards.com,billiardscom,Oregon,OR,Portland,"Portland OR",464.198,8027815,Retail,1
23405,971,60,"Blink Reaction",blink-reaction,"New Jersey",NJ,Manalapan,"New York City",463.278,5266176,"IT Services",2
21290,972,78,"Integrity Express Logistics",integrity-express-logistics,Ohio,OH,"Blue Ash",Cincinnati,462.9459,49339328,"Logistics & Transportation",3
24826,973,87,Benaissance,benaissance,Nebraska,NE,Omaha,"Omaha-Council Bluffs NE-IA",461.1983,9913180,Insurance,1
23923,974,65,Gatesman+Dave,gatesmandave,Pennsylvania,PA,Pittsburgh,"Pittsburgh PA",460.2266,36593517,"Advertising & Marketing",2
21373,975,116,Clearent,clearent,Missouri,MO,Clayton,"St. Louis MO-IL",459.7678,80981529,"Financial Services",3
25785,976,2,"IT Partners (Bethel Park PA)",it-partners-bethel-park-pa,Pennsylvania,PA,"Bethel Park","Pittsburgh PA",459.1302,2001731,"IT Services",1
25328,977,100,Silverline,silverline,"New York",NY,"New York","New York City",458.6195,16098296,"IT Services",1
26473,978,515,"A. Marshall Family Foods",a-marshall-family-foods,Tennessee,TN,Franklin,Nashville,457.4853,13733550,"Food & Beverage",1
25607,979,73,"Kanta Electric",kanta-electric,"New York",NY,Woodside,"New York City",457.3871,28221630,Construction,1
21627,980,55,Kovarus,kovarus,California,CA,"San Ramon","San Francisco",456.5548,117377345,"IT Services",3
23654,981,115,"Communication Infrastructure Corporation",communication-infrastructure-corporation,California,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura CA",456.2166,35114684,Telecommunications,2
24861,982,25,FlashBanc,flashbanc,Florida,FL,"Boca Raton",Miami,455.4194,2039500,"Financial Services",1
25264,983,6,"Fisher Wallace Laboratories",fisher-wallace-laboratories,"New York",NY,"New York","New York City",455.3728,2119497,Health,1
25978,984,15,"Motivate Design",motivate-design,"New York",NY,"New York","New York City",455.2561,2060000,"Business Products & Services",1
23365,985,6,"Fresh Consulting",fresh-consulting,Washington,WA,Bellevue,Seattle,455.064,4768000,"IT Services",2
2901,986,800,OtterBox,otterbox,Colorado,CO,"Fort Collins","Boulder CO",455.0489,923607000,"Consumer Products & Services",7
26530,987,7,Foodlinks,foodlinks,Kansas,KS,"Overland Park","Kansas City MO-KS",454.7134,9483724,"Food & Beverage",1
25156,988,9,ChiroHealthUSA,chirohealthusa,Mississippi,MS,Flowood,"Jackson MS",454.345,2774419,Health,1
1026,989,65,"Six Dimensions",six-dimensions,California,CA,"San Ramon","San Francisco",454.2841,9640286,"IT Services",3
25692,990,44,"Quest Group",quest-group,Georgia,GA,Atlanta,Atlanta,454.1161,13624329,"Human Resources",1
26568,991,25,Globeimmune,globeimmune,Colorado,CO,Louisville,"Boulder CO",453.5398,22518000,Health,1
26421,992,280,"Keller Williams Legacy Partners",keller-williams-legacy-partners,Maryland,MD,Baltimore,Baltimore,453.2027,8469484,"Real Estate",1
23544,993,12,"Victory Marketing Agency",victory-marketing-agency,Florida,FL,"Fort Myers","Cape Coral-Fort Myers FL",452.9429,2946594,"Advertising & Marketing",2
26504,994,16,"Grass Roots Meetings & Events",grass-roots-meetings-events,"New York",NY,"New York","New York City",452.5294,4149496,"Business Products & Services",1
23528,995,687,"FastMed Urgent Care",fastmed-urgent-care,"North Carolina",NC,Clayton,"Raleigh-Cary NC",452.185,51048267,Health,2
23827,996,75,"Adroit Associates",adroit-associates,"New Jersey",NJ,Iselin,"New York City",449.7586,7702481,"IT Services",2
23647,997,35,"Reed Integration",reed-integration,Virginia,VA,Suffolk,"Virginia Beach-Norfolk-Newport News VA-NC",448.419,4695860,"Government Services",2
23462,998,58,"Three Twins Ice Cream",three-twins-ice-cream,California,CA,Petaluma,"San Francisco",448.1425,6695320,"Food & Beverage",2
21548,999,21,HVAC.com,hvac-com,Ohio,OH,Monroe,Cincinnati,447.9552,10245310,Retail,3
23131,1000,78,ReverbNation,reverbnation,"North Carolina",NC,Durham,"Durham NC",447.1142,17541235,Software,2
23547,1001,4,"Revenue Universe",revenue-universe,Florida,FL,Sarasota,"Panama City-Lynn Haven FL",446.557,7148086,"Advertising & Marketing",2
